make_model,body_type,power,gearbox,doors,fuel_type,mileage,age,engine_size_cat,type,price
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Diesel,16856.0,2.0,Medium,Used,26950
Ford Kuga,Off-Road/Pick-up,112.0,Automatic,5.0,Benzin,8874.0,1.0,Medium,Demonstration,39150
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Benzin,22768.0,2.0,Medium,Used,27280
Ford Kuga,Off-Road/Pick-up,129.0,Automatic,5.0,Benzin,61095.0,4.0,Low,Used,19880
Ford Mustang Mach-E,Off-Road/Pick-up,258.0,Automatic,5.0,Electric,11000.0,1.0,Electric,Demonstration,64990
Ford Ranger,Off-Road/Pick-up,147.0,Automatic,5.0,Diesel,89593.0,3.0,High,Used,37170
Ford Puma,Off-Road/Pick-up,88.0,Manual,5.0,Diesel,15000.0,1.0,Low,Used,24700
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Benzin,15928.0,1.0,Low,Used,32450
Ford Explorer,Off-Road/Pick-up,331.0,Automatic,5.0,Benzin,34900.0,1.0,High,Demonstration,67990
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Diesel,18900.0,1.0,Medium,Used,27990
Ford Edge,Off-Road/Pick-up,175.0,Automatic,5.0,Diesel,70000.0,3.0,Medium,Used,38870
Ford Edge,Off-Road/Pick-up,175.0,Automatic,5.0,Diesel,11900.0,2.0,Medium,Used,48850
Ford Edge,Off-Road/Pick-up,175.0,Automatic,5.0,Diesel,45700.0,3.0,Medium,Used,34460
Ford Edge,Off-Road/Pick-up,175.0,Automatic,5.0,Diesel,46700.0,3.0,Medium,Used,37880
Ford Kuga,Off-Road/Pick-up,132.0,Automatic,5.0,Diesel,46000.0,3.0,Medium,Used,28390
Ford Kuga,Off-Road/Pick-up,88.0,Manual,5.0,Diesel,10.0,0.0,Low,Pre-registered,28900
Ford EcoSport,Off-Road/Pick-up,92.0,Automatic,5.0,Benzin,21739.0,4.0,Low,Used,18220
Ford Kuga,Off-Road/Pick-up,110.0,Automatic,5.0,Diesel,45496.0,4.0,Medium,Used,24440
Ford Kuga,Off-Road/Pick-up,129.0,Automatic,5.0,Benzin,25670.0,4.0,Low,Used,23490
Ford EcoSport,Off-Road/Pick-up,74.0,Manual,5.0,Benzin,40390.0,3.0,Low,Used,14890
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Benzin,10.0,0.0,Low,Pre-registered,30500
Ford Kuga,Off-Road/Pick-up,110.0,Automatic,5.0,Diesel,61285.0,4.0,Medium,Used,22900
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Benzin,31051.0,1.0,Low,Used,29990
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Diesel,21304.0,1.0,Medium,Used,30950
Ford Edge,Off-Road/Pick-up,154.0,Automatic,5.0,Diesel,59980.0,4.0,Medium,Used,34740
Ford Puma,Off-Road/Pick-up,92.0,Manual,5.0,Benzin,150.0,0.0,Low,Used,25990
Ford Kuga,Off-Road/Pick-up,110.0,Automatic,5.0,Diesel,41500.0,4.0,Medium,Used,22900
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Benzin,15104.0,3.0,Low,Used,22798
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Benzin,111655.0,7.0,Low,Used,12950
Ford Kuga,Off-Road/Pick-up,112.0,Automatic,5.0,Benzin,30333.0,2.0,Medium,Used,34750
Ford Ranger,Off-Road/Pick-up,147.0,Automatic,5.0,Diesel,45222.0,3.0,High,Used,42980
Ford Ranger,Off-Road/Pick-up,147.0,Automatic,5.0,Diesel,42577.0,6.0,High,Used,31745
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Diesel,13095.0,1.0,Medium,Used,29340
Ford Ranger,Off-Road/Pick-up,147.0,Automatic,5.0,Diesel,33195.0,3.0,High,Used,39940
Ford Edge,Off-Road/Pick-up,175.0,Automatic,5.0,Diesel,41400.0,3.0,Medium,Used,38470
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Diesel,16157.0,1.0,Medium,Used,30250
Ford Puma,Off-Road/Pick-up,114.0,Manual,5.0,Benzin,24097.0,1.0,Low,Used,24880
Ford Puma,Off-Road/Pick-up,88.0,Manual,5.0,Diesel,10.0,1.0,Low,Pre-registered,24900
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Benzin,13974.0,1.0,Low,Used,28580
Ford Kuga,Off-Road/Pick-up,132.0,Automatic,5.0,Diesel,41650.0,4.0,Medium,Used,25900
Ford Puma,Off-Road/Pick-up,92.0,Automatic,5.0,Benzin,9130.0,1.0,Low,Used,27950
Ford EcoSport,Off-Road/Pick-up,92.0,Manual,5.0,Benzin,16934.0,7.0,Low,Used,12990
Ford Kuga,Off-Road/Pick-up,140.0,Automatic,5.0,Diesel,12.0,0.0,Medium,Pre-registered,39990
Ford Puma,Off-Road/Pick-up,114.0,Manual,5.0,Benzin,13.0,0.0,Low,Pre-registered,25990
Ford Ranger,Off-Road/Pick-up,156.0,Automatic,5.0,Diesel,9.0,0.0,Medium,Pre-registered,49990
Ford Ranger,Off-Road/Pick-up,147.0,Automatic,5.0,Diesel,59887.0,3.0,High,Used,36980
Ford Puma,Off-Road/Pick-up,114.0,Manual,5.0,Benzin,18500.0,1.0,Low,Used,25690
Ford Kuga,Off-Road/Pick-up,132.0,Automatic,5.0,Diesel,47040.0,3.0,Medium,Used,24950
Ford Edge,Off-Road/Pick-up,175.0,Automatic,5.0,Diesel,45371.0,2.0,Medium,Used,40777
Ford Kuga,Off-Road/Pick-up,129.0,Automatic,5.0,Benzin,47551.0,4.0,Low,Used,26990
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Diesel,23004.0,2.0,Medium,Used,28698
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Benzin,21485.0,1.0,Medium,Used,30680
Ford Kuga,Off-Road/Pick-up,129.0,Automatic,5.0,Benzin,14463.0,4.0,Low,Used,25900
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Benzin,14086.0,2.0,Low,Used,23188
Ford Puma,Off-Road/Pick-up,114.0,Manual,5.0,Benzin,10.0,0.0,Low,Pre-registered,25490
Ford Puma,Off-Road/Pick-up,92.0,Manual,5.0,Benzin,1230.0,0.0,Low,Employee's car,23900
Ford Kuga,Off-Road/Pick-up,165.0,Automatic,5.0,Benzin,8000.0,0.0,Medium,Demonstration,39990
Ford Puma,Off-Road/Pick-up,114.0,Manual,5.0,Benzin,12075.0,2.0,Low,Used,23910
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Diesel,16213.0,1.0,Medium,Used,27940
Ford Ranger Raptor,Off-Road/Pick-up,157.0,Automatic,5.0,Diesel,7500.0,0.0,Medium,Used,62240
Ford Puma,Off-Road/Pick-up,114.0,Manual,5.0,Benzin,20.0,0.0,Low,Pre-registered,25490
Ford Puma,Off-Road/Pick-up,92.0,Manual,5.0,Benzin,100.0,1.0,Low,Used,23970
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Diesel,16800.0,2.0,Medium,Used,27490
Ford Mustang Mach-E,Off-Road/Pick-up,198.0,Automatic,5.0,Electric,1.0,0.0,Electric,Pre-registered,62900
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Benzin,13372.0,1.0,Low,Used,26950
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Benzin,10.0,0.0,Low,Demonstration,34890
Ford Ranger,Off-Road/Pick-up,156.0,Automatic,5.0,Diesel,49000.0,3.0,Medium,Used,36990
Ford Edge,Off-Road/Pick-up,175.0,Automatic,5.0,Diesel,26513.0,2.0,Medium,Used,43899
Ford Kuga,Off-Road/Pick-up,110.0,Automatic,5.0,Diesel,61550.0,7.0,Medium,Used,19980
Ford Ranger,Off-Road/Pick-up,147.0,Automatic,5.0,Diesel,24747.0,3.0,High,Used,36480
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Diesel,10682.0,1.0,Medium,Used,29340
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Benzin,17806.0,1.0,Low,Used,28990
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Benzin,28040.0,3.0,Low,Used,24490
Ford Kuga,Off-Road/Pick-up,169.0,Automatic,5.0,Benzin,33184.0,3.0,Medium,Used,26200
Ford Kuga,Off-Road/Pick-up,165.0,Automatic,5.0,Benzin,8123.0,1.0,Medium,Used,43650
Ford Kuga,Off-Road/Pick-up,134.0,Automatic,5.0,Benzin,41949.0,4.0,Low,Used,20900
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Benzin,17693.0,1.0,Medium,Used,29440
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Benzin,19830.0,1.0,Medium,Used,27940
Ford Kuga,Off-Road/Pick-up,112.0,Automatic,5.0,Benzin,18550.0,1.0,Medium,Used,39450
Ford Puma,Off-Road/Pick-up,114.0,Manual,5.0,Benzin,9052.0,1.0,Low,Used,35664
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Benzin,10.0,0.0,Low,Pre-registered,34975
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Benzin,85800.0,4.0,Low,Used,16500
Ford Kuga,Off-Road/Pick-up,165.0,Automatic,5.0,Benzin,3000.0,0.0,Medium,Demonstration,41990
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Benzin,11235.0,1.0,Low,Used,28460
Ford Kuga,Off-Road/Pick-up,140.0,Automatic,5.0,Diesel,24462.0,1.0,Medium,Used,38490
Ford Kuga,Off-Road/Pick-up,169.0,Automatic,5.0,Benzin,33609.0,2.0,Medium,Used,27780
Ford Bronco,Off-Road/Pick-up,186.0,Automatic,5.0,Benzin,2279.0,0.0,Medium,Demonstration,58390
Ford Puma,Off-Road/Pick-up,114.0,Manual,5.0,Benzin,19964.0,2.0,Low,Used,24990
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Diesel,6540.0,1.0,Medium,Demonstration,32498
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Diesel,6785.0,2.0,Medium,Used,29488
Ford Kuga,Off-Road/Pick-up,129.0,Automatic,5.0,Benzin,78736.0,4.0,Low,Used,22480
Ford Puma,Off-Road/Pick-up,92.0,Manual,5.0,Benzin,11700.0,2.0,Low,Used,24550
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Benzin,27665.0,4.0,Low,Used,21990
Ford EcoSport,Off-Road/Pick-up,92.0,Manual,5.0,Benzin,10.0,0.0,Low,Demonstration,24790
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Benzin,15699.0,1.0,Low,Used,28250
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Benzin,12470.0,2.0,Low,Used,27400
Ford Puma,Off-Road/Pick-up,114.0,Manual,5.0,Benzin,11190.0,1.0,Low,Used,25290
Ford Kuga,Off-Road/Pick-up,112.0,Automatic,5.0,Benzin,28180.0,1.0,Medium,Used,37950
Ford Edge,Off-Road/Pick-up,175.0,Automatic,5.0,Diesel,34900.0,3.0,Medium,Used,40470
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Diesel,33501.0,2.0,Medium,Used,27600
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Benzin,160.0,1.0,Low,Pre-registered,32950
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Diesel,22909.0,2.0,Medium,Used,28698
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Diesel,10301.0,2.0,Medium,Used,30098
Ford Puma,Off-Road/Pick-up,92.0,Manual,5.0,Benzin,5000.0,0.0,Low,Demonstration,25990
Ford Edge,Off-Road/Pick-up,175.0,Automatic,5.0,Diesel,31300.0,2.0,Medium,Used,47550
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Diesel,18956.0,2.0,Medium,Used,29890
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Benzin,12326.0,1.0,Low,Used,28250
Ford Edge,Off-Road/Pick-up,175.0,Automatic,5.0,Diesel,14600.0,2.0,Medium,Used,48750
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Benzin,14.0,0.0,Low,Pre-registered,32990
Ford EcoSport,Off-Road/Pick-up,74.0,Manual,5.0,Benzin,46000.0,3.0,Low,Used,15490
Ford Kuga,Off-Road/Pick-up,112.0,Automatic,5.0,Benzin,17262.0,1.0,Medium,Used,38950
Ford Kuga,Off-Road/Pick-up,165.0,Automatic,5.0,Benzin,8647.0,1.0,Medium,Used,40470
Ford Puma,Off-Road/Pick-up,92.0,Automatic,5.0,Benzin,18900.0,1.0,Low,Used,26950
Ford Edge,Off-Road/Pick-up,175.0,Automatic,5.0,Diesel,51900.0,2.0,Medium,Demonstration,39990
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Benzin,20.0,0.0,Low,Pre-registered,32990
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Diesel,60000.0,4.0,Medium,Used,20995
Ford Puma,Off-Road/Pick-up,114.0,Manual,5.0,Benzin,16641.0,1.0,Low,Used,23750
Ford Puma,Off-Road/Pick-up,92.0,Manual,5.0,Benzin,20335.0,1.0,Low,Used,22990
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Benzin,8.0,0.0,Low,Pre-registered,31990
Ford Ranger,Off-Road/Pick-up,147.0,Automatic,5.0,Diesel,45600.0,2.0,High,Used,37280
Ford Puma,Off-Road/Pick-up,114.0,Manual,5.0,Benzin,11190.0,1.0,Low,Used,24940
Ford Kuga,Off-Road/Pick-up,88.0,Automatic,5.0,Diesel,7.0,0.0,Low,Used,38750
Ford Kuga,Off-Road/Pick-up,112.0,Automatic,5.0,Benzin,21728.0,1.0,Medium,Used,38450
Ford Kuga,Off-Road/Pick-up,140.0,Automatic,5.0,Diesel,2500.0,2.0,Medium,Used,35950
Ford Explorer,Off-Road/Pick-up,336.0,Automatic,5.0,Benzin,10000.0,1.0,High,Used,66995
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Diesel,24119.0,2.0,Medium,Used,28698
Ford Kuga,Off-Road/Pick-up,132.0,Manual,5.0,Diesel,66445.0,4.0,Medium,Used,22900
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Diesel,30690.0,2.0,Medium,Used,26990
Ford Kuga,Off-Road/Pick-up,129.0,Automatic,5.0,Benzin,47600.0,4.0,Low,Used,21980
Ford Ranger,Off-Road/Pick-up,147.0,Automatic,5.0,Diesel,35000.0,4.0,High,Used,36440
Ford EcoSport,Off-Road/Pick-up,103.0,Manual,5.0,Benzin,46270.0,4.0,Low,Used,15480
Ford Kuga,Off-Road/Pick-up,112.0,Automatic,5.0,Benzin,21859.0,1.0,Medium,Used,38350
Ford EcoSport,Off-Road/Pick-up,92.0,Manual,5.0,Benzin,10.0,0.0,Low,Pre-registered,22700
Ford Kuga,Off-Road/Pick-up,88.0,Manual,5.0,Diesel,84553.0,7.0,Medium,Used,15990
Ford Kuga,Off-Road/Pick-up,110.0,Manual,5.0,Benzin,10.0,0.0,Low,Pre-registered,30500
Ford Mondeo,Station wagon,118.0,Manual,5.0,Benzin,100000.0,7.0,Low,Used,13950
Ford Mondeo,Station wagon,132.0,Automatic,5.0,Diesel,219000.0,5.0,Medium,Used,12299
Ford Focus,Station wagon,85.0,Manual,5.0,Diesel,158156.0,9.0,Low,Used,8480
Ford Focus,Station wagon,206.0,Manual,5.0,Benzin,24504.0,2.0,Medium,Used,28650
Ford Mondeo,Station wagon,110.0,Automatic,5.0,Diesel,100596.0,4.0,Medium,Used,19950
Ford Focus,Station wagon,110.0,Manual,5.0,Benzin,59352.0,3.0,Low,Used,19440
Ford Mondeo,Station wagon,96.0,Manual,5.0,Diesel,58224.0,15.0,Medium,Used,7980
Ford Mondeo,Station wagon,110.0,Manual,5.0,Diesel,98854.0,7.0,Medium,Used,16790
Ford Focus,Station wagon,206.0,Manual,5.0,Benzin,22175.0,2.0,Medium,Used,31480
Ford Mondeo,Station wagon,176.0,Automatic,5.0,Benzin,134492.0,7.0,Medium,Used,16490
Ford Focus,Station wagon,184.0,Manual,5.0,Benzin,78747.0,4.0,Medium,Used,21950
Ford Focus,Station wagon,206.0,Manual,5.0,Benzin,150.0,1.0,Medium,Used,37550
Ford Focus,Station wagon,110.0,Manual,5.0,Diesel,71200.0,2.0,Medium,Used,19950
Ford Mondeo,Station wagon,132.0,Manual,5.0,Diesel,158000.0,7.0,Medium,Used,14990
Ford Tourneo Custom,Station wagon,77.0,Manual,5.0,Diesel,40303.0,3.0,Medium,Used,39970
Ford Tourneo Custom,Station wagon,96.0,Manual,5.0,Diesel,16709.0,1.0,Medium,Used,41980
Ford Transit Custom,Station wagon,96.0,Automatic,5.0,Diesel,91263.0,5.0,Medium,Used,34800
Ford Focus,Station wagon,110.0,Manual,5.0,Diesel,69750.0,3.0,Medium,Used,20749
Ford Mondeo,Station wagon,132.0,Manual,5.0,Diesel,63000.0,7.0,Medium,Used,18450
Ford Focus,Station wagon,206.0,Manual,5.0,Benzin,42000.0,3.0,Medium,Used,29950
Ford Focus,Station wagon,110.0,Manual,5.0,Diesel,89326.0,3.0,Medium,Used,18480
Ford S-Max,Station wagon,140.0,Automatic,5.0,Benzin,34900.0,1.0,Medium,Used,36900
Ford Mondeo,Station wagon,110.0,Manual,5.0,Diesel,107200.0,7.0,Medium,Used,15990
Ford Mondeo,Station wagon,138.0,Automatic,5.0,Benzin,60792.0,3.0,Medium,Used,22400
Ford Tourneo Custom,Station wagon,125.0,Manual,5.0,Diesel,95200.0,4.0,Medium,Used,38840
Ford Mondeo,Station wagon,110.0,Automatic,5.0,Diesel,75000.0,3.0,Medium,Used,21490
Ford Mondeo,Station wagon,110.0,Manual,5.0,Diesel,86700.0,5.0,Medium,Used,17990
Ford Mondeo,Station wagon,132.0,Automatic,5.0,Diesel,92312.0,4.0,Medium,Used,19990
Ford Mondeo,Station wagon,140.0,Automatic,5.0,Diesel,72300.0,2.0,Medium,Used,24750
Ford Mondeo,Station wagon,110.0,Automatic,5.0,Diesel,75000.0,6.0,Medium,Used,18990
Ford Focus,Station wagon,184.0,Manual,5.0,Benzin,48119.0,8.0,Medium,Used,18900
Ford Focus,Station wagon,114.0,Manual,5.0,Benzin,50.0,0.0,Low,Pre-registered,28990
Ford Mondeo,Station wagon,120.0,Automatic,5.0,Diesel,175300.0,8.0,Medium,Used,10900
Ford Focus,Station wagon,206.0,Manual,5.0,Benzin,38730.0,3.0,Medium,Used,28990
Ford Focus,Station wagon,206.0,Automatic,5.0,Benzin,12250.0,1.0,Medium,Used,40990
Ford Mondeo,Station wagon,121.0,Automatic,5.0,Benzin,37596.0,3.0,Low,Used,19690
Ford Focus,Station wagon,88.0,Manual,5.0,Diesel,55000.0,3.0,Low,Used,16450
Ford Mondeo,Station wagon,121.0,Automatic,5.0,Benzin,93649.0,3.0,Low,Used,20990
Ford Transit Connect,Station wagon,74.0,Manual,5.0,Diesel,93600.0,4.0,Low,Used,16490
Ford Mondeo,Station wagon,110.0,Automatic,5.0,Diesel,77423.0,3.0,Medium,Used,22790
Ford Focus,Station wagon,103.0,Manual,5.0,Diesel,168690.0,8.0,Medium,Used,8840
Ford S-Max,Station wagon,120.0,Manual,5.0,Diesel,176000.0,10.0,Medium,Used,14900
Ford Focus,Station wagon,85.0,Manual,5.0,Benzin,256000.0,14.0,Low,Used,2300
Ford Focus,Station wagon,184.0,Manual,5.0,Benzin,79941.0,7.0,Medium,Used,20900
Ford Focus,Station wagon,206.0,Manual,5.0,Benzin,15300.0,1.0,Medium,Used,31890
Ford Mondeo,Station wagon,110.0,Manual,5.0,Diesel,140000.0,5.0,Medium,Used,13999
Ford Focus,Station wagon,110.0,Manual,5.0,Diesel,84434.0,3.0,Medium,Used,19220
Ford Tourneo Custom,Station wagon,125.0,Automatic,5.0,Diesel,72407.0,4.0,Medium,Used,36990
Ford Mondeo,Station wagon,132.0,Automatic,5.0,Diesel,120007.0,5.0,Medium,Used,18950
Ford Mondeo,Station wagon,140.0,Automatic,5.0,Diesel,72408.0,3.0,Medium,Used,24900
Ford Focus,Station wagon,206.0,Automatic,5.0,Benzin,4400.0,0.0,Medium,Demonstration,40180
Ford Focus,Station wagon,103.0,Manual,5.0,Diesel,179132.0,8.0,Medium,Used,7940
Ford Focus,Station wagon,92.0,Manual,5.0,Benzin,37995.0,1.0,Low,Used,23350
Ford Focus,Station wagon,206.0,Automatic,5.0,Benzin,8792.0,2.0,Medium,Used,34490
Ford Focus,Station wagon,110.0,Automatic,5.0,Diesel,103000.0,6.0,Medium,Used,14300
Ford Tourneo Custom,Station wagon,77.0,Manual,5.0,Diesel,18870.0,3.0,Medium,Used,40470
Ford Mondeo,Station wagon,132.0,Automatic,5.0,Diesel,94873.0,4.0,Medium,Used,21940
Ford Focus,Station wagon,70.0,Manual,5.0,Diesel,77879.0,3.0,Low,Used,14550
Ford Focus,Station wagon,136.0,Manual,5.0,Diesel,87997.0,5.0,Medium,Used,18950
Ford Tourneo Connect,Station wagon,74.0,Manual,5.0,Diesel,106811.0,3.0,Low,Used,17770
Ford Focus,Station wagon,110.0,Automatic,5.0,Diesel,80000.0,3.0,Low,Used,20490
Ford Tourneo Custom,Station wagon,125.0,Automatic,5.0,Diesel,128750.0,3.0,Medium,Used,39950
Ford Focus,Station wagon,110.0,Manual,5.0,Diesel,54244.0,3.0,Medium,Used,22480
Ford Focus,Station wagon,184.0,Manual,5.0,Benzin,13226.0,5.0,Medium,Used,23980
Ford Mondeo,Station wagon,132.0,Automatic,5.0,Diesel,65100.0,3.0,Medium,Used,23990
Ford Mondeo,Station wagon,140.0,Automatic,5.0,Diesel,30996.0,2.0,Medium,Used,28440
Ford Mondeo,Station wagon,110.0,Automatic,5.0,Diesel,102583.0,4.0,Medium,Used,18950
Ford Mondeo,Station wagon,110.0,Automatic,5.0,Diesel,16132.0,2.0,Medium,Used,27990
Ford Mondeo,Station wagon,138.0,Automatic,5.0,Benzin,12500.0,0.0,Medium,Demonstration,35990
Ford Mondeo,Station wagon,140.0,Automatic,5.0,Diesel,27549.0,2.0,Medium,Used,28940
Ford Focus,Station wagon,110.0,Manual,5.0,Diesel,102300.0,3.0,Medium,Used,16990
Ford Focus,Station wagon,110.0,Manual,5.0,Diesel,82500.0,2.0,Medium,Used,22470
Ford Focus,Station wagon,92.0,Manual,5.0,Benzin,58418.0,4.0,Low,Used,12600
Ford Focus,Station wagon,110.0,Manual,5.0,Diesel,23890.0,2.0,Medium,Used,24790
Ford Focus,Station wagon,114.0,Manual,5.0,Benzin,9500.0,0.0,Low,Demonstration,26980
Ford Tourneo Custom,Station wagon,136.0,Manual,5.0,Diesel,10.0,1.0,Medium,Used,54940
Ford Focus,Station wagon,92.0,Manual,5.0,Benzin,125.0,1.0,Low,Used,24950
Ford Mondeo,Station wagon,132.0,Manual,5.0,Diesel,77935.0,6.0,Medium,Used,19900
Ford Focus,Station wagon,110.0,Manual,5.0,Benzin,93800.0,8.0,Low,Used,12950
Ford Focus,Station wagon,110.0,Automatic,5.0,Benzin,23015.0,2.0,Low,Used,24950
Ford Focus,Station wagon,140.0,Manual,5.0,Diesel,35300.0,2.0,Medium,Used,29960
Ford Focus,Station wagon,110.0,Manual,5.0,Diesel,26590.0,1.0,Medium,Used,24990
Ford Mondeo,Station wagon,132.0,Automatic,5.0,Diesel,61390.0,2.0,Medium,Used,25450
Ford Focus,Station wagon,110.0,Manual,5.0,Benzin,39655.0,2.0,Low,Used,23990
Ford Focus,Station wagon,88.0,Manual,5.0,Diesel,83439.0,4.0,Low,Used,16960
Ford Mondeo,Station wagon,121.0,Manual,5.0,Benzin,35270.0,3.0,Low,Used,24640
Ford Focus,Station wagon,110.0,Manual,5.0,Diesel,52755.0,2.0,Medium,Used,23979
Ford Focus,Station wagon,184.0,Manual,5.0,Benzin,64461.0,5.0,Medium,Used,22900
Ford Focus,Station wagon,103.0,Manual,5.0,Diesel,168820.0,8.0,Medium,Used,9490
Ford Galaxy,Station wagon,121.0,Manual,5.0,Benzin,45703.0,4.0,Low,Used,27470
Ford Focus,Station wagon,134.0,Manual,5.0,Benzin,59800.0,5.0,Low,Used,18370
Ford Focus,Station wagon,92.0,Manual,5.0,Benzin,29168.0,3.0,Low,Used,18599
Ford Focus,Station wagon,110.0,Automatic,5.0,Benzin,49116.0,3.0,Low,Used,24490
Ford Focus,Station wagon,110.0,Automatic,5.0,Diesel,29000.0,2.0,Medium,Used,26490
Ford Transit,Station wagon,96.0,Manual,5.0,Diesel,33398.0,1.0,Low,Used,33950
Ford Tourneo Courier,Station wagon,74.0,Manual,5.0,Benzin,139850.0,6.0,Low,Used,9890
Ford Focus,Station wagon,110.0,Automatic,5.0,Diesel,39076.0,2.0,Medium,Used,22990
Ford Focus,Station wagon,110.0,Automatic,5.0,Diesel,86500.0,4.0,Medium,Used,14990
Ford Mondeo,Station wagon,140.0,Automatic,5.0,Diesel,18900.0,1.0,Medium,Used,37550
Ford Focus,Station wagon,110.0,Manual,5.0,Diesel,31603.0,2.0,Medium,Used,24439
Ford Tourneo Custom,Station wagon,77.0,Manual,5.0,Diesel,112950.0,4.0,Medium,Used,28970
Ford Mondeo,Station wagon,154.0,Automatic,5.0,Diesel,158238.0,6.0,Medium,Used,19240
Ford Mondeo,Station wagon,110.0,Automatic,5.0,Diesel,67281.0,3.0,Medium,Used,23650
Ford Focus,Station wagon,92.0,Manual,5.0,Benzin,48000.0,4.0,Low,Used,14290
Ford Focus,Station wagon,92.0,Automatic,5.0,Benzin,23900.0,4.0,Low,Used,19990
Ford Tourneo Courier,Station wagon,74.0,Manual,5.0,Benzin,23942.0,4.0,Low,Used,17999
Ford Mondeo,Station wagon,110.0,Manual,5.0,Diesel,89944.0,4.0,Medium,Used,17990
Ford Focus,Station wagon,110.0,Automatic,5.0,Diesel,119515.0,2.0,Medium,Used,19849
Ford Focus,Station wagon,110.0,Manual,5.0,Diesel,27200.0,1.0,Medium,Used,23489
Ford Tourneo Custom,Station wagon,96.0,Manual,5.0,Diesel,77950.0,3.0,Medium,Used,35470
Ford Focus,Station wagon,110.0,Manual,5.0,Benzin,100240.0,7.0,Low,Used,11990
Ford Focus,Station wagon,110.0,Automatic,5.0,Diesel,26529.0,2.0,Medium,Used,28688
Ford Focus,Station wagon,110.0,Manual,5.0,Benzin,21961.0,3.0,Low,Used,25290
Ford Mondeo,Station wagon,118.0,Manual,5.0,Benzin,9779.0,7.0,Low,Used,17999
Ford Focus,Station wagon,110.0,Automatic,5.0,Diesel,29659.0,2.0,Medium,Used,25100
Ford Focus,Station wagon,114.0,Manual,5.0,Benzin,15850.0,2.0,Low,Used,25990
Ford Mondeo,Station wagon,140.0,Automatic,5.0,Diesel,68398.0,2.0,Medium,Used,27250
Ford Focus,Station wagon,114.0,Manual,5.0,Benzin,20730.0,2.0,Low,Used,26899
Ford Mondeo,Station wagon,110.0,Automatic,5.0,Diesel,56316.0,4.0,Medium,Used,24490
Ford Mondeo,Station wagon,138.0,Automatic,5.0,Diesel,39444.0,3.0,Medium,Used,25550
Ford Focus,Station wagon,110.0,Automatic,5.0,Benzin,33000.0,2.0,Low,Used,24950
Ford Focus,Station wagon,88.0,Manual,5.0,Diesel,18100.0,1.0,Low,Used,25550
Ford Tourneo Custom,Station wagon,96.0,Manual,5.0,Diesel,100.0,0.0,Medium,Employee's car,46950
Ford Grand Tourneo,Station wagon,88.0,Manual,5.0,Diesel,53750.0,4.0,Low,Used,25180
Ford Focus,Station wagon,110.0,Manual,5.0,Diesel,30507.0,1.0,Medium,Used,24440
