make_model,body_type,power,gearbox,doors,fuel_type,mileage,age,engine_size_cat,type,price
Mercedes Benz A 160,Compact,75.0,Manual,5.0,Diesel,120200.0,6.0,Low,Used,16950
Mercedes Benz A 35 AMG,Compact,225.0,Automatic,5.0,Benzin,18995.0,2.0,Medium,Used,46990
Mercedes Benz A 45 AMG,Compact,100.0,Automatic,5.0,Diesel,197000.0,7.0,Medium,Used,16800
Mercedes Benz C 160,Compact,90.0,Manual,3.0,Benzin,165000.0,17.0,Medium,Used,4690
Mercedes Benz CLA 180,Compact,90.0,Manual,5.0,Diesel,83339.0,4.0,Low,Used,22550
Mercedes Benz A 220,Compact,140.0,Automatic,5.0,Benzin,48900.0,3.0,Medium,Used,26900
Mercedes Benz A 35 AMG,Compact,225.0,Automatic,5.0,Benzin,56876.0,3.0,Medium,Used,44999
Mercedes Benz A 200,Compact,102.0,Automatic,5.0,Diesel,21854.0,4.0,Medium,Used,23900
Mercedes Benz A 160,Compact,66.0,Manual,5.0,Diesel,99016.0,7.0,Low,Used,14200
Mercedes Benz A 45 AMG,Compact,280.0,Automatic,5.0,Benzin,90000.0,6.0,Medium,Used,37999
Mercedes Benz A 250,Compact,155.0,Automatic,5.0,Benzin,25914.0,9.0,Medium,Used,23999
Mercedes Benz A 180,Compact,85.0,Manual,5.0,Diesel,27150.0,2.0,Low,Used,24400
Mercedes Benz A 45 AMG,Compact,100.0,Automatic,5.0,Diesel,210000.0,6.0,Medium,Used,16999
Mercedes Benz A 180,Compact,80.0,Manual,5.0,Diesel,157500.0,12.0,Medium,Used,7450
Mercedes Benz A 250,Compact,118.0,Automatic,5.0,Benzin,21496.0,1.0,Low,Used,38999
Mercedes Benz A 35 AMG,Compact,225.0,Automatic,5.0,Benzin,44000.0,3.0,Medium,Used,41900
Mercedes Benz A 180,Compact,85.0,Automatic,5.0,Diesel,21734.0,2.0,Low,Used,29800
Mercedes Benz A 45 AMG,Compact,280.0,Automatic,5.0,Benzin,81500.0,6.0,Medium,Used,37490
Mercedes Benz A 180,Compact,80.0,Automatic,5.0,Diesel,172700.0,4.0,Low,Used,21000
Mercedes Benz A 180,Compact,85.0,Automatic,5.0,Diesel,18989.0,2.0,Low,Used,26800
Mercedes Benz A 180,Compact,100.0,Manual,5.0,Benzin,25.0,1.0,Low,Pre-registered,32900
Mercedes Benz A 200,Compact,120.0,Manual,5.0,Benzin,24244.0,3.0,Low,Used,32950
Mercedes Benz GLC 220,Compact,143.0,Automatic,5.0,Diesel,6589.0,1.0,Medium,Used,64900
Mercedes Benz A 45 AMG,Compact,310.0,Automatic,5.0,Benzin,6564.0,1.0,Medium,Used,67900
Mercedes Benz A 160,Compact,66.0,Manual,5.0,Diesel,128644.0,8.0,Low,Used,13999
Mercedes Benz A 45 AMG,Compact,265.0,Automatic,5.0,Benzin,120000.0,8.0,Medium,Used,29990
Mercedes Benz A 200,Compact,100.0,Automatic,5.0,Benzin,71752.0,17.0,Medium,Used,8300
Mercedes Benz A 200,Compact,120.0,Automatic,5.0,Benzin,34942.0,2.0,Low,Used,32950
Mercedes Benz A 180,Compact,100.0,Automatic,5.0,Benzin,20124.0,2.0,Low,Used,32950
Mercedes Benz A 250,Compact,160.0,Automatic,5.0,Benzin,11990.0,1.0,Low,Used,36900
Mercedes Benz E 220,Compact,125.0,Manual,5.0,Diesel,55226.0,6.0,Medium,Used,29800
Mercedes Benz A 180,Compact,90.0,Automatic,5.0,Benzin,63871.0,5.0,Low,Used,18390
Mercedes Benz A 180,Compact,100.0,Manual,5.0,Benzin,26900.0,2.0,Low,Used,25900
Mercedes Benz A 180,Compact,85.0,Automatic,5.0,Diesel,87700.0,4.0,Low,Used,25400
Mercedes Benz B 200,Compact,110.0,Automatic,5.0,Diesel,45701.0,3.0,Medium,Used,29000
Mercedes Benz A 180,Compact,100.0,Automatic,5.0,Benzin,52497.0,3.0,Low,Used,29900
Mercedes Benz A 180,Compact,80.0,Manual,5.0,Diesel,118059.0,8.0,Low,Used,14490
Mercedes Benz A 180,Compact,85.0,Manual,5.0,Diesel,98258.0,3.0,Low,Used,20630
Mercedes Benz A 160,Compact,80.0,Manual,5.0,Benzin,11394.0,1.0,Low,Used,27500
Mercedes Benz A 180,Compact,85.0,Automatic,5.0,Benzin,141980.0,11.0,Medium,Used,8490
Mercedes Benz A 180,Compact,80.0,Automatic,5.0,Diesel,71098.0,4.0,Low,Used,23850
Mercedes Benz A 220,Compact,140.0,Automatic,5.0,Benzin,26000.0,3.0,Medium,Used,35500
Mercedes Benz A 180,Compact,85.0,Automatic,5.0,Diesel,26500.0,1.0,Low,Used,29900
Mercedes Benz A 180,Compact,85.0,Automatic,5.0,Diesel,43987.0,3.0,Low,Used,25900
Mercedes Benz A 180,Compact,80.0,Automatic,5.0,Diesel,139000.0,6.0,Low,Used,16700
Mercedes Benz A 180,Compact,100.0,Automatic,5.0,Benzin,58813.0,2.0,Low,Used,27460
Mercedes Benz A 200,Compact,100.0,Manual,5.0,Diesel,100640.0,9.0,Medium,Used,17399
Mercedes Benz A 200,Compact,100.0,Automatic,5.0,Diesel,100000.0,6.0,Medium,Used,23999
Mercedes Benz A 180,Compact,85.0,Automatic,5.0,Diesel,68900.0,3.0,Low,Used,29900
Mercedes Benz A 200,Compact,120.0,Automatic,5.0,Benzin,41272.0,4.0,Low,Used,27999
Mercedes Benz A 180,Compact,85.0,Automatic,5.0,Diesel,49600.0,4.0,Low,Used,25600
Mercedes Benz A 180,Compact,100.0,Automatic,5.0,Benzin,28330.0,2.0,Low,Used,26850
Mercedes Benz A 250,Compact,173.0,Automatic,5.0,Benzin,9000.0,2.0,Low,Used,44785
Mercedes Benz A 180,Compact,100.0,Automatic,5.0,Benzin,67626.0,2.0,Low,Used,25990
Mercedes Benz A 200,Compact,110.0,Automatic,5.0,Diesel,8828.0,2.0,Medium,Used,34995
Mercedes Benz A 180,Compact,80.0,Automatic,5.0,Diesel,61618.0,4.0,Low,Used,27800
Mercedes Benz A 180,Compact,100.0,Automatic,5.0,Benzin,17115.0,2.0,Low,Used,29999
Mercedes Benz A 200,Compact,120.0,Automatic,5.0,Benzin,8000.0,1.0,Low,Demonstration,38350
Mercedes Benz A 200,Compact,100.0,Automatic,5.0,Diesel,87500.0,6.0,Medium,Used,23400
Mercedes Benz A 150,Compact,70.0,Automatic,5.0,Benzin,61170.0,16.0,Low,Used,7350
Mercedes Benz A 200,Compact,100.0,Automatic,5.0,Diesel,116715.0,5.0,Medium,Used,21450
Mercedes Benz A 220,Compact,140.0,Automatic,5.0,Diesel,8000.0,1.0,Medium,Demonstration,43880
Mercedes Benz A 200,Compact,100.0,Automatic,5.0,Diesel,98781.0,5.0,Medium,Used,23900
Mercedes Benz B 200,Compact,110.0,Automatic,5.0,Diesel,22000.0,2.0,Medium,Demonstration,38880
Mercedes Benz A 180,Compact,100.0,Automatic,5.0,Benzin,19785.0,1.0,Low,Used,27900
Mercedes Benz A 200,Compact,110.0,Automatic,5.0,Diesel,35758.0,2.0,Medium,Used,33900
Mercedes Benz A 45 AMG,Compact,310.0,Automatic,5.0,Benzin,30273.0,2.0,Medium,Used,64999
Mercedes Benz V 220,Compact,120.0,Manual,5.0,Diesel,126000.0,6.0,Medium,Used,37900
Mercedes Benz A 180,Compact,85.0,Automatic,5.0,Diesel,91754.0,3.0,Low,Used,27490
Mercedes Benz A 180,Compact,90.0,Automatic,5.0,Benzin,46403.0,4.0,Low,Used,24780
Mercedes Benz A 180,Compact,85.0,Manual,5.0,Benzin,49658.0,10.0,Medium,Used,9770
Mercedes Benz A 150,Compact,70.0,Manual,5.0,Benzin,135000.0,14.0,Low,Used,6990
Mercedes Benz A 200,Compact,100.0,Manual,5.0,Benzin,96000.0,17.0,Medium,Used,7000
Mercedes Benz A 250,Compact,160.0,Automatic,5.0,Benzin,12265.0,2.0,Medium,Used,33999
Mercedes Benz A 160,Compact,80.0,Manual,5.0,Benzin,13863.0,2.0,Low,Used,25950
Mercedes Benz A 180,Compact,100.0,Automatic,5.0,Benzin,23644.0,0.0,Low,Used,31950
Mercedes Benz A 180,Compact,100.0,Automatic,5.0,Benzin,78300.0,3.0,Low,Used,25000
Mercedes Benz A 180,Compact,80.0,Manual,5.0,Diesel,93914.0,7.0,Low,Used,14700
Mercedes Benz A 35 AMG,Compact,225.0,Automatic,5.0,Benzin,17900.0,1.0,Medium,Used,32800
Mercedes Benz A 180,Compact,80.0,Automatic,5.0,Diesel,199000.0,10.0,Medium,Used,8950
Mercedes Benz A 45 AMG,Compact,310.0,Automatic,5.0,Benzin,48000.0,2.0,Medium,Used,66990
Mercedes Benz A 35 AMG,Compact,225.0,Automatic,5.0,Benzin,58592.0,3.0,Medium,Used,56980
Mercedes Benz A 200,Compact,110.0,Automatic,5.0,Benzin,5934.0,1.0,Low,Used,46999
Mercedes Benz A 45 AMG,Compact,266.0,Automatic,5.0,Benzin,100229.0,7.0,Medium,Used,32999
Mercedes Benz A 45 AMG,Compact,280.0,Automatic,5.0,Benzin,54510.0,5.0,Medium,Used,39495
Mercedes Benz A 250,Compact,202.0,Automatic,5.0,Benzin,49627.0,4.0,Medium,Used,38850
Mercedes Benz A 180,Compact,80.0,Manual,5.0,Diesel,194367.0,8.0,Low,Used,10950
Mercedes Benz A 180,Compact,80.0,Automatic,5.0,Diesel,184748.0,5.0,Low,Used,16750
Mercedes Benz A 45 AMG,Compact,280.0,Automatic,5.0,Benzin,115949.0,6.0,Medium,Used,30950
Mercedes Benz A 180,Compact,80.0,Manual,5.0,Diesel,236233.0,6.0,Low,Used,12950
Mercedes Benz A 180,Compact,80.0,Manual,5.0,Diesel,177477.0,6.0,Low,Used,12445
Mercedes Benz A 35 AMG,Compact,225.0,Automatic,5.0,Benzin,59012.0,3.0,Medium,Used,48950
Mercedes Benz A 45 AMG,Compact,265.0,Automatic,5.0,Benzin,117613.0,9.0,Medium,Used,28445
Mercedes Benz A 200,Compact,110.0,Automatic,5.0,Benzin,4537.0,1.0,Low,Used,48136
Mercedes Benz A 200,Compact,100.0,Automatic,5.0,Benzin,6642.0,1.0,Low,Used,51999
Mercedes Benz A 180,Compact,90.0,Automatic,5.0,Benzin,188018.0,8.0,Low,Used,14945
Mercedes Benz A 45 AMG,Compact,280.0,Automatic,5.0,Benzin,46300.0,6.0,Medium,Used,39900
Mercedes Benz A 45 AMG,Compact,266.0,Automatic,5.0,Benzin,136404.0,8.0,Medium,Used,25950
Mercedes Benz A 180,Compact,80.0,Manual,5.0,Diesel,165282.0,10.0,Low,Used,16950
Mercedes Benz A 35 AMG,Compact,225.0,Automatic,5.0,Benzin,500.0,0.0,Medium,Used,66890
Mercedes Benz A 45 AMG,Compact,280.0,Automatic,5.0,Benzin,52694.0,6.0,Medium,Used,34900
Mercedes Benz A 45 AMG,Compact,279.0,Automatic,5.0,Benzin,62182.0,4.0,Medium,Used,44988
Mercedes Benz A 200,Compact,120.0,Automatic,5.0,Benzin,139464.0,4.0,Low,Used,27425
Mercedes Benz A 250,Compact,165.0,Automatic,5.0,Benzin,34408.0,3.0,Medium,Used,44980
Mercedes Benz A 220,Compact,140.0,Automatic,5.0,Benzin,47514.0,3.0,Medium,Used,33945
Mercedes Benz A 45 AMG,Compact,266.0,Automatic,5.0,Benzin,69463.0,8.0,Medium,Used,29950
Mercedes Benz A 180,Compact,80.0,Manual,5.0,Diesel,141989.0,5.0,Low,Used,19950
Mercedes Benz A 250,Compact,118.0,Automatic,5.0,Benzin,14250.0,1.0,Low,Used,44500
Mercedes Benz A 160,Compact,75.0,Automatic,5.0,Benzin,108464.0,5.0,Low,Used,22945
Mercedes Benz A 200,Compact,100.0,Automatic,5.0,Benzin,59381.0,3.0,Low,Used,38999
Mercedes Benz A 180,Compact,80.0,Automatic,5.0,Diesel,179000.0,16.0,Medium,Used,6400
Mercedes Benz A 180,Compact,80.0,Manual,5.0,Diesel,123000.0,10.0,Medium,Used,13990
Mercedes Benz A 180,Compact,85.0,Automatic,5.0,Diesel,51078.0,3.0,Low,Used,23990
Mercedes Benz A 180,Compact,80.0,Automatic,5.0,Diesel,154000.0,8.0,Low,Used,16800
Mercedes Benz A 200,Compact,110.0,Automatic,5.0,Diesel,139719.0,3.0,Medium,Used,26900
Mercedes Benz A 160,Compact,75.0,Manual,5.0,Diesel,212000.0,6.0,Low,Used,13900
Mercedes Benz A 35 AMG,Compact,225.0,Automatic,5.0,Benzin,8400.0,1.0,Medium,Used,59950
Mercedes Benz A 250,Compact,155.0,Automatic,5.0,Benzin,151300.0,9.0,Medium,Used,19750
Mercedes Benz A 140,Compact,100.0,Automatic,5.0,Diesel,129000.0,9.0,Low,Used,15000
Mercedes Benz A 220,Compact,132.0,Automatic,5.0,Diesel,36605.0,5.0,Medium,Used,28980
Mercedes Benz A 220,Compact,140.0,Automatic,5.0,Benzin,71927.0,2.0,Medium,Used,37900
Mercedes Benz A 200,Compact,100.0,Automatic,5.0,Diesel,80928.0,4.0,Medium,Used,23780
Mercedes Benz A 250,Compact,160.0,Automatic,5.0,Benzin,83624.0,1.0,Low,Used,31718
Mercedes Benz A 180,Compact,100.0,Automatic,5.0,Benzin,25681.0,2.0,Low,Used,26850
Mercedes Benz A 160,Compact,70.0,Manual,5.0,Benzin,176000.0,11.0,Low,Used,4850
Mercedes Benz A 180,Compact,85.0,Automatic,5.0,Diesel,99597.0,3.0,Low,Used,31450
Mercedes Benz A 180,Compact,90.0,Manual,5.0,Benzin,99939.0,6.0,Low,Used,17944
Mercedes Benz A 200,Compact,100.0,Automatic,5.0,Diesel,189278.0,7.0,Medium,Used,19950
Mercedes Benz A 250,Compact,160.0,Automatic,5.0,Benzin,32800.0,2.0,Low,Used,38990
Mercedes Benz A 180,Compact,85.0,Automatic,5.0,Diesel,29721.0,3.0,Low,Used,23536
Mercedes Benz A 220,Compact,130.0,Automatic,5.0,Diesel,75000.0,6.0,Medium,Used,20490
Mercedes Benz A 200,Compact,121.0,Automatic,5.0,Benzin,67953.0,4.0,Low,Used,37950
Mercedes Benz A 250,Compact,160.0,Automatic,5.0,Benzin,25900.0,1.0,Low,Used,36999
Mercedes Benz A 200,Compact,120.0,Automatic,5.0,Benzin,74951.0,4.0,Low,Used,33950
Mercedes Benz A 180,Compact,80.0,Manual,5.0,Diesel,140230.0,9.0,Low,Used,12245
Mercedes Benz A 200,Compact,115.0,Manual,5.0,Benzin,63522.0,5.0,Low,Used,19995
Mercedes Benz A 250,Compact,165.0,Automatic,5.0,Benzin,33576.0,3.0,Medium,Used,37990
Mercedes Benz A 180,Compact,85.0,Manual,5.0,Diesel,28539.0,1.0,Medium,Used,30490
Mercedes Benz A 180,Compact,90.0,Automatic,5.0,Benzin,135462.0,7.0,Low,Used,16945
Mercedes Benz A 250,Compact,155.0,Automatic,5.0,Benzin,114795.0,10.0,Medium,Used,18950
Mercedes Benz A 180,Compact,90.0,Automatic,5.0,Benzin,82571.0,4.0,Low,Used,26980
Mercedes Benz A 180,Compact,90.0,Automatic,5.0,Benzin,96488.0,7.0,Low,Used,18945
Mercedes Benz A 180,Compact,90.0,Automatic,5.0,Benzin,109275.0,4.0,Low,Used,22950
Mercedes Benz CL,Compact,122.0,Automatic,5.0,Benzin,5000.0,0.0,Low,Used,40890
Mercedes Benz CL,Compact,122.0,Automatic,5.0,Benzin,7000.0,0.0,Low,Used,39900
Mercedes Benz CL,Compact,122.0,Automatic,5.0,Benzin,5000.0,0.0,Low,Used,38890
Mercedes Benz A 200,Compact,120.0,Automatic,5.0,Benzin,41004.0,4.0,Low,Used,32990
Mercedes Benz A 180,Compact,90.0,Manual,5.0,Benzin,161839.0,9.0,Low,Used,12295
Mercedes Benz A 180,Compact,85.0,Automatic,5.0,Diesel,96300.0,4.0,Low,Used,27400
Mercedes Benz A 35 AMG,Compact,228.0,Automatic,5.0,Benzin,50426.0,3.0,Medium,Used,52999
Mercedes Benz A 200,Compact,121.0,Automatic,5.0,Benzin,63267.0,4.0,Low,Used,29950
Mercedes Benz A 250,Compact,160.0,Automatic,5.0,Benzin,17500.0,1.0,Low,Used,36900
Mercedes Benz A 250,Compact,155.0,Automatic,5.0,Benzin,81835.0,8.0,Medium,Used,22950
Mercedes Benz A 180,Compact,100.0,Automatic,5.0,Benzin,74458.0,4.0,Low,Used,34950
Mercedes Benz A 180,Compact,100.0,Automatic,5.0,Benzin,14683.0,1.0,Low,Used,35950
Mercedes Benz A 200,Compact,100.0,Automatic,5.0,Diesel,87119.0,5.0,Medium,Used,19990
Mercedes Benz A 180,Compact,90.0,Manual,5.0,Benzin,108208.0,7.0,Low,Used,18750
Mercedes Benz A 180,Compact,90.0,Manual,5.0,Benzin,100532.0,9.0,Low,Used,15250
Mercedes Benz A 180,Compact,80.0,Automatic,5.0,Diesel,47638.0,5.0,Low,Used,22790
Mercedes Benz A 180,Compact,85.0,Automatic,5.0,Diesel,86000.0,3.0,Low,Used,27250
Mercedes Benz A 180,Compact,85.0,Manual,5.0,Diesel,24045.0,3.0,Low,Used,28790
Mercedes Benz A 180,Compact,85.0,Automatic,5.0,Diesel,70840.0,4.0,Low,Used,28590
Mercedes Benz A 160,Compact,67.0,Manual,5.0,Diesel,69210.0,8.0,Low,Used,14990
Mercedes Benz A 180,Compact,85.0,Automatic,5.0,Diesel,25919.0,3.0,Low,Used,23190
Mercedes Benz A 180,Compact,90.0,Manual,5.0,Benzin,133773.0,9.0,Low,Used,13950
Mercedes Benz A 200,Compact,121.0,Automatic,5.0,Benzin,64810.0,3.0,Low,Used,33500
Mercedes Benz A 220,Compact,140.0,Automatic,5.0,Benzin,47500.0,3.0,Medium,Used,31500
Mercedes Benz A 180,Compact,79.0,Manual,5.0,Diesel,198291.0,4.0,Low,Used,17995
Mercedes Benz A 180,Compact,90.0,Manual,5.0,Benzin,75594.0,6.0,Low,Used,17950
Mercedes Benz A 180,Compact,85.0,Automatic,5.0,Diesel,29999.0,3.0,Low,Used,26890
Mercedes Benz A 200,Compact,115.0,Automatic,5.0,Benzin,95698.0,9.0,Low,Used,20500
Mercedes Benz A 180,Compact,80.0,Automatic,5.0,Diesel,96010.0,6.0,Low,Used,18999
Mercedes Benz A 180,Compact,85.0,Automatic,5.0,Diesel,33349.0,1.0,Medium,Used,28490
Mercedes Benz A 160,Compact,75.0,Manual,5.0,Benzin,152591.0,5.0,Low,Used,14885
Mercedes Benz CL,Compact,122.0,Automatic,5.0,Benzin,4955.0,1.0,Low,Used,39990
Mercedes Benz A 180,Compact,90.0,Automatic,5.0,Benzin,132111.0,8.0,Low,Used,17950
Mercedes Benz A 200,Compact,121.0,Automatic,5.0,Benzin,15406.0,3.0,Low,Used,38950
Mercedes Benz A 160,Compact,75.0,Automatic,5.0,Benzin,113284.0,6.0,Low,Used,20480
Mercedes Benz A 180,Compact,90.0,Automatic,5.0,Benzin,102998.0,7.0,Low,Used,18400
Mercedes Benz CL,Compact,112.0,Automatic,5.0,Diesel,8500.0,0.0,Medium,Used,37490
Mercedes Benz A 180,Compact,90.0,Automatic,5.0,Benzin,50340.0,6.0,Low,Used,21945
Mercedes Benz A 180,Compact,90.0,Automatic,5.0,Benzin,87385.0,7.0,Low,Used,21950
Mercedes Benz A 200,Compact,120.0,Automatic,5.0,Benzin,86828.0,4.0,Low,Used,33950
Mercedes Benz CL,Compact,122.0,Automatic,5.0,Benzin,5000.0,0.0,Low,Used,39490
Mercedes Benz A 200,Compact,101.0,Automatic,5.0,Diesel,93827.0,6.0,Medium,Used,21999
Mercedes Benz A 160,Compact,66.0,Manual,5.0,Diesel,66574.0,5.0,Low,Used,18390
Mercedes Benz A 200,Compact,120.0,Automatic,5.0,Benzin,49612.0,4.0,Low,Used,32490
Mercedes Benz A 180,Compact,85.0,Manual,5.0,Diesel,22888.0,3.0,Low,Used,28290
Mercedes Benz A 200,Compact,120.0,Automatic,5.0,Benzin,13200.0,2.0,Low,Used,30900
Mercedes Benz A 200,Compact,100.0,Automatic,5.0,Diesel,94000.0,4.0,Medium,Used,21800
Mercedes Benz CL,Compact,122.0,Automatic,5.0,Benzin,8500.0,0.0,Low,Used,39490
Mercedes Benz A 200,Compact,100.0,Automatic,5.0,Diesel,80630.0,4.0,Medium,Used,23490
Mercedes Benz A 160,Compact,75.0,Manual,5.0,Benzin,78041.0,7.0,Low,Used,17495
Mercedes Benz A 220,Compact,130.0,Automatic,5.0,Diesel,104500.0,5.0,Medium,Used,22500
Mercedes Benz A 180,Compact,100.0,Automatic,5.0,Benzin,89805.0,3.0,Low,Used,26950
Mercedes Benz A 180,Compact,90.0,Automatic,5.0,Benzin,113023.0,7.0,Low,Used,16850
Mercedes Benz A 220,Compact,132.0,Automatic,5.0,Diesel,112416.0,6.0,Medium,Used,22999
Mercedes Benz A 180,Compact,90.0,Automatic,5.0,Benzin,109367.0,5.0,Low,Used,21995
Mercedes Benz A 160,Compact,75.0,Automatic,5.0,Benzin,100707.0,4.0,Low,Used,22745
Mercedes Benz A 200,Compact,120.0,Automatic,5.0,Benzin,78959.0,4.0,Low,Used,31990
Mercedes Benz A 160,Compact,80.0,Manual,5.0,Benzin,59199.0,3.0,Low,Used,21690
Mercedes Benz A 160,Compact,75.0,Manual,5.0,Benzin,55538.0,5.0,Low,Used,18950
Mercedes Benz A 180,Compact,90.0,Automatic,5.0,Benzin,44319.0,4.0,Low,Used,26245
Mercedes Benz CL,Compact,125.0,Automatic,5.0,Diesel,23982.0,3.0,Medium,Used,29990
Mercedes Benz A 180,Compact,90.0,Automatic,5.0,Benzin,92469.0,5.0,Low,Used,21995
Mercedes Benz B 180,Compact,80.0,Automatic,5.0,Diesel,131404.0,5.0,Low,Used,16900
Mercedes Benz CL,Compact,122.0,Automatic,5.0,Benzin,8000.0,0.0,Low,Used,39990
Mercedes Benz A 180,Compact,85.0,Automatic,5.0,Diesel,38236.0,3.0,Low,Used,27890
Mercedes Benz A 220,Compact,142.0,Automatic,5.0,Benzin,30069.0,3.0,Medium,Used,31999
Mercedes Benz A 180,Compact,80.0,Manual,5.0,Diesel,123617.0,8.0,Low,Used,13845
Mercedes Benz CL,Compact,122.0,Automatic,5.0,Benzin,8500.0,0.0,Low,Used,39990
Mercedes Benz GLB 200,Compact,110.0,Automatic,5.0,Diesel,33297.0,2.0,Medium,Used,43900
Mercedes Benz CL,Compact,142.0,Automatic,5.0,Diesel,19234.0,2.0,Medium,Used,39999
Mercedes Benz CL,Compact,87.0,Automatic,5.0,Diesel,107245.0,2.0,Low,Used,26490
Mercedes Benz A 200,Compact,112.0,Automatic,5.0,Diesel,43819.0,3.0,Medium,Used,29999
Mercedes Benz A 200,Compact,121.0,Automatic,5.0,Benzin,30535.0,1.0,Low,Used,35950
Mercedes Benz CL,Compact,87.0,Automatic,5.0,Diesel,52019.0,4.0,Low,Used,26990
Mercedes Benz A 200,Compact,101.0,Automatic,5.0,Diesel,108714.0,5.0,Medium,Used,20999
Mercedes Benz A 180,Compact,100.0,Manual,5.0,Benzin,25780.0,2.0,Low,Used,27490
Mercedes Benz CL,Compact,122.0,Automatic,5.0,Benzin,40505.0,3.0,Low,Used,27499
Mercedes Benz A 35 AMG,Compact,228.0,Automatic,5.0,Benzin,66521.0,3.0,Medium,Used,47999
Mercedes Benz CL,Compact,112.0,Automatic,5.0,Diesel,9000.0,0.0,Medium,Used,45490
Mercedes Benz A 180,Compact,85.0,Automatic,5.0,Diesel,22042.0,1.0,Medium,Used,29490
Mercedes Benz A 200,Compact,101.0,Manual,5.0,Diesel,77642.0,5.0,Medium,Used,21999
Mercedes Benz A 200,Compact,100.0,Manual,5.0,Diesel,175500.0,8.0,Medium,Used,17990
Mercedes Benz CL,Compact,87.0,Manual,5.0,Diesel,17000.0,2.0,Low,Used,30999
Mercedes Benz CL,Compact,122.0,Automatic,5.0,Benzin,9000.0,0.0,Low,Used,33490
Mercedes Benz B 200,Compact,110.0,Automatic,5.0,Diesel,29348.0,1.0,Medium,Used,34900
Mercedes Benz A 180,Compact,81.0,Automatic,5.0,Diesel,73301.0,4.0,Low,Used,19999
Mercedes Benz A 250,Compact,118.0,Automatic,5.0,Benzin,65.0,1.0,Low,Used,46945
Mercedes Benz CL,Compact,112.0,Automatic,5.0,Diesel,74291.0,3.0,Medium,Used,29999
Mercedes Benz A 220,Compact,142.0,Automatic,5.0,Benzin,55363.0,3.0,Medium,Used,29999
Mercedes Benz CL,Compact,87.0,Automatic,5.0,Diesel,88677.0,7.0,Low,Used,17990
Mercedes Benz A 250,Compact,75.0,Automatic,5.0,Benzin,1236.0,0.0,Low,Used,45900
Mercedes Benz CL,Compact,122.0,Automatic,5.0,Benzin,28993.0,2.0,Low,Used,28690
Mercedes Benz A 180,Compact,100.0,Automatic,5.0,Benzin,29500.0,3.0,Low,Used,30899
Mercedes Benz A 180,Compact,100.0,Automatic,5.0,Benzin,49444.0,2.0,Low,Used,32750
Mercedes Benz A 180,Compact,90.0,Automatic,5.0,Benzin,67120.0,6.0,Low,Used,21490
Mercedes Benz A 220,Compact,142.0,Automatic,5.0,Benzin,40698.0,3.0,Medium,Used,29999
Mercedes Benz A 180,Compact,81.0,Automatic,5.0,Diesel,71482.0,4.0,Low,Used,20999
Mercedes Benz CL,Compact,122.0,Manual,5.0,Benzin,36021.0,3.0,Low,Used,24890
Mercedes Benz CL,Compact,122.0,Automatic,5.0,Benzin,39267.0,2.0,Low,Used,35990
Mercedes Benz CL,Compact,110.0,Automatic,5.0,Benzin,44266.0,5.0,Low,Used,22990
Mercedes Benz CL,Compact,122.0,Automatic,5.0,Benzin,10200.0,0.0,Low,Used,39900
Mercedes Benz CL,Compact,87.0,Automatic,5.0,Diesel,59910.0,3.0,Low,Used,23990
Mercedes Benz E 350,Compact,195.0,Automatic,3.0,Diesel,96000.0,9.0,High,Used,21990
Mercedes Benz A 180,Compact,90.0,Automatic,5.0,Benzin,99533.0,8.0,Low,Used,18995
Mercedes Benz A 160,Compact,70.0,Manual,5.0,LPG/CNG,192000.0,11.0,Low,Used,5900
Mercedes Benz CLA 200,Compact,100.0,Automatic,5.0,Diesel,40335.0,4.0,Medium,Used,25900
Mercedes Benz A 35 AMG,Compact,225.0,Automatic,5.0,Benzin,92751.0,3.0,Medium,Used,45950
Mercedes Benz A 45 AMG,Compact,280.0,Automatic,5.0,Benzin,73950.0,5.0,Medium,Used,34500
Mercedes Benz A 200,Compact,110.0,Automatic,5.0,Diesel,51774.0,3.0,Medium,Used,30890
Mercedes Benz GLA 180,Compact,90.0,Manual,5.0,Diesel,123558.0,5.0,Low,Used,24537
Mercedes Benz A 45 AMG,Compact,265.0,Automatic,5.0,Benzin,93000.0,7.0,Medium,Used,28999
Mercedes Benz A 220,Compact,125.0,Automatic,5.0,Diesel,167800.0,9.0,Medium,Used,16990
Mercedes Benz E 220,Compact,143.0,Automatic,3.0,Diesel,132000.0,5.0,Medium,Used,27000
Mercedes Benz A 45 AMG,Compact,125.0,Automatic,5.0,Diesel,79000.0,8.0,Medium,Used,22900
Mercedes Benz A 45 AMG,Compact,265.0,Automatic,5.0,Benzin,21000.0,8.0,Medium,Used,35900
Mercedes Benz A 45 AMG,Compact,265.0,Automatic,5.0,Benzin,24900.0,9.0,Medium,Used,36500
Mercedes Benz A 45 AMG,Compact,265.0,Automatic,5.0,Benzin,37000.0,8.0,Medium,Used,35500
Mercedes Benz A 35 AMG,Compact,225.0,Automatic,5.0,Benzin,58517.0,3.0,Medium,Used,58500
Mercedes Benz A 45 AMG,Compact,310.0,Automatic,5.0,Benzin,49900.0,2.0,Medium,Used,65900
Mercedes Benz A 250,Compact,165.0,Automatic,5.0,Benzin,22250.0,3.0,Medium,Used,36900
Mercedes Benz A 35 AMG,Compact,225.0,Automatic,5.0,Benzin,47000.0,3.0,Medium,Used,51890
